0_ID	Name	Address	Phone Number	Website	Monday Hours	Tuesday Hours	Wednesday Hours	Thursday Hours	Friday Hours	Saturday Hours	Sunday Hours
ChIJfaun7YwBzkwR2OF3ajD_ED0	Cafe Resto Des Galeries	181 Rue Principale, Gatineau, QC J9H 6A6, Canada	n/a	n/a	11:00 - 20:00	11:00 - 16:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00
ChIJff-UFPD_zUwRmT_Q2lB6KrI	Malabar House Indian takeout	2194 Robertson Rd Unit 27C, Nepean, ON K2H 9J5, Canada	(613) 509-1685	https://malabarhouse.ca/	09:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	09:00 - 21:00	09:00 - 21:00
ChIJffOktvEBzkwRw5IG_WK0uHk	The British Hotel, Restaurant & Pub	71 Rue Principale, Gatineau, QC J9H 3L6, Canada	(819) 682-3000	http://thebritish.ca/	12:00 - 00:00	12:00 - 00:00	12:00 - 00:00	12:00 - 00:00	12:00 - 00:00	12:00 - 00:00	12:00 - 00:00
ChIJfzcFrwD_zUwRNTfxjMeIt4c	Amuse Kitchen & Wine	500 Eagleson Rd, Kanata, ON K2M 1H4, Canada	(613) 880-8883	http://www.amusekitchen.ca/	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00
ChIJg2rYrR8B0kwRXVWSy7E0jq8	ParsItal (Persian & Italian) Restaurant	1133 Carp Rd, Stittsville, ON K2S 1B9, Canada	(613) 435-8887	http://parsitalottawa.com/	11:30 - 21:00	11:30 - 14:00	17:00 - 21:00	11:30 - 14:00	17:00 - 21:00	11:30 - 14:00	17:00 - 21:00
ChIJg42q4oj50UwRkVVTLS1wlhA	Heart And Soul Cafe and Heart of the Valley Giftshop	2741 Dunrobin Rd, Dunrobin, ON K0A 1T0, Canada	(613) 832-9942	http://www.heartandsoulcafe.ca/	07:30 - 14:00	07:30 - 14:00	07:30 - 14:00	07:30 - 14:00	07:30 - 14:00	07:30 - 14:00	n/a
ChIJg59KI9v_zUwR0MvN9327igk	Tava Kitchen	7B Kakulu Rd, Kanata, ON K2L 2L4, Canada	(613) 435-7888	http://www.tava.kitchen/	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	n/a	n/a
ChIJg7e3tqMAzkwR-6IbLDLEv7U	T&T Fries	31 Northside Rd, Nepean, ON K2H 8S1, Canada	(613) 898-8646	http://www.tnt-fries.com/	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:30 - 17:00	n/a
ChIJh2vMKLwGzkwR7jbSJw6zHjk	Reynolds Restaurant	874 Clyde Ave N, Ottawa, ON K1Z 5A2, Canada	(613) 728-2391	https://www.reynoldsrestaurant.com/	07:00 - 14:00	06:00 - 21:00	06:00 - 21:00	06:00 - 21:00	06:00 - 21:00	06:00 - 21:00	07:00 - 14:00
ChIJh3aHs2IBzkwRezrQZDI90vo	Sheikh Almandi	3059 Carling Ave, Ottawa, ON K2B 7K4, Canada	(613) 820-8080	https://www.sheikhalmandi.com/	13:30 - 19:30	13:30 - 19:30	13:30 - 19:30	13:30 - 19:30	13:30 - 19:30	13:30 - 19:30	n/a
ChIJhX2Z_N0AzkwRkglH1r1dTY0	Al-Noor Bakery	70 Wylie Ave, Ottawa, ON K2B 6M4, Canada	(613) 829-2253	https://m.facebook.com/pages/Al-Noor-Bakery/302141656584777	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00
ChIJh_hmFqQCzkwRXqnZj1-XyD8	Restaurant Alpina	1189 Chem. de la Montagne, Gatineau, QC J9J 3S2, Canada	(819) 607-6677	http://www.restaurantalpina.ca/	07:00 - 14:30	07:00 - 20:00	07:00 - 20:00	07:00 - 20:00	07:00 - 20:00	n/a	n/a
ChIJi-52hk8BzkwRJdGRMQauTk8	grab n' eat by H&B	2916 Carling Ave, Ottawa, ON K2B 7J7, Canada	(613) 421-8880	n/a	10:00 - 19:00	10:00 - 18:00	10:00 - 19:00	10:00 - 19:00	10:00 - 19:00	10:00 - 19:00	10:00 - 19:00
ChIJi0aCvXD_zUwRhmbSHmK8Nc8	Kal's Place Restaurant	5517 Hazeldean Rd, Stittsville, ON K2S 0P5, Canada	(613) 831-8585	http://kalsplace.ca/	07:00 - 19:00	07:00 - 20:00	07:00 - 20:00	07:00 - 20:00	07:00 - 20:00	07:00 - 21:00	07:00 - 21:00
ChIJi1fA4S8BzkwR9alhT0qgIvo	Pizza Pizza	1338 Richmond Rd, Ottawa, ON K2B 8L4, Canada	(613) 737-1111	https://www.pizzapizza.ca/?utm_source=google&utm_medium=local&utm_campaign=google-local	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 03:00	11:00 - 03:00	11:00 - 03:00
ChIJi1fA4S8BzkwRaKe0FfXuCyI	Cora - Lincoln Fields	1355 Richmond Rd, Ottawa, ON K2B 6R7, Canada	(613) 828-2672	https://www.chezcora.com/en/breakfast-restaurants/ontario/Cora-Lincoln-Fields-Ottawa?utm_source=googlemaps&utm_medium=Lincoln-Fields&utm_campaign=website	07:00 - 15:00	06:00 - 15:00	06:00 - 15:00	06:00 - 15:00	06:00 - 15:00	06:00 - 15:00	06:00 - 15:00
ChIJi7P_0bEA0kwROW7HLKgpuqs	Tim Hortons	1150 Carp Rd, Stittsville, ON K2S 1B9, Canada	(613) 836-9500	https://locations.timhortons.ca/on/stittsville/1150-carp-rd	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00
ChIJi95ZBKMAzkwR5_uqVMbNuno	Lapointe Seafood Grill & Sushi	1831 Robertson Rd, Nepean, ON K2H 8X3, Canada	(613) 596-9654	http://www.lapointefish.ca/	12:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 22:00	11:30 - 22:00	n/a	n/a
ChIJiSqyP6D_0UwRMfHkLKAtn6I	Bloe Hing Mahngs Family Resturant	101 Penrith St, Kanata, ON K2W 1H4, Canada	n/a	https://sites.google.com/view/bloehingmahngfamilyresturant/home	07:30 - 17:00	07:30 - 17:00	07:30 - 17:00	08:30 - 17:00	08:30 - 17:00	n/a	n/a
ChIJiThVQrwAzkwRxiYbD51FI4U	Vera's Burger Shack	1821 Robertson Rd, Nepean, ON K2H 8X3, Canada	(613) 829-9133	http://www.thebutchery.ca/restaurant	09:00 - 18:00	09:00 - 18:00	09:00 - 18:00	09:00 - 18:00	09:00 - 18:00	09:00 - 18:00	09:00 - 18:00
ChIJiU5SGvT_0UwRo2WBED_wcXI	Transit Café	401 March Rd, Ottawa, ON K2K 0K1, Canada	(613) 592-8161	https://www.corner-store.ca/en/find-corner-store/location-32817/?utm_source=G&utm_medium=lpm&utm_campaign=parkland	00:00 - 	n/a	n/a	n/a	n/a	n/a	n/a
ChIJiY4wRuz_0UwRfKsJPCCDBRQ	Pizza Hut Kanata	5045 Innovation Dr #200, Kanata, ON K2K 0L5, Canada	(613) 254-9901	https://www.pizzahut.ca/?utm_source=google&utm_medium=listings&utm_campaign=YEXT&y_source=1_MTkyNTg5NDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00	11:00 - 00:00	11:00 - 00:00
ChIJiZ-H7UH_0UwRxujxEDNPhqI	3 brothers Shawarma & Poutine	5055 Innovation Dr, Ottawa, ON K2K 1X7, Canada	(613) 271-1123	https://www.3brothersshawarma.com/	12:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00
ChIJiaAtoowBzkwROEf8nMnvsNc	Mont Tacos	3059 Carling Ave, Ottawa, ON K2B 7K4, Canada	(343) 984-3927	https://mont-tacos.com/	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00
ChIJiaiJMsQP0kwRxWzYdP88_wg	Elpatcho’s Tacos	309 Lake Ave. E, Carleton Place, ON K7C 2J5, Canada	(613) 451-2093	https://elpatchos-tacos.business.site/?utm_source=gmb&utm_medium=referral	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00
ChIJizFu3coBzkwRao2Urz1TsSs	Mucho Burrito Fresh Mexican Grill	1861 Robertson Rd, Nepean, ON K2H 9N5, Canada	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJj-zkOyj_0UwRjkwtJURCDDU	Bento Sushi	840 March Rd, Kanata, ON K2W 0C9, Canada	(866) 337-8744	https://www.bentosushi.com/	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJj1h8Hvb-zUwRHpDR8yYE2GY	Dragon Fortune Delight	62 Stonehaven Dr, Kanata, ON K2M 2Y2, Canada	(613) 254-7071	http://dragonfortunedelight.com/	14:00 - 22:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	14:00 - 23:00	14:00 - 23:00	n/a
ChIJj2SdxvL8zUwRrYWUntPe-ik	Pinelopi's Greek Kitchen	4100 Strandherd Dr #109, Nepean, ON K2J 0V2, Canada	(613) 843-1111	https://www.pinelopis.com/	16:00 - 20:00	16:00 - 20:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	n/a	n/a
ChIJj6RVaKYA0kwRTwHsBtiARdc	The Glen Scottish Pub & Restaurant	6081 Hazeldean Rd Unit 1010, Stittsville, ON K2S 1B9, Canada	(613) 836-5622	http://theglen.ca/	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00
ChIJjQ3-0rTx0UwR0gGXYtavXAI	Happy Times Pizza	117 Constance Bay Rd, Woodlawn, ON K0A 3M0, Canada	(613) 832-1888	http://happytimespizza.ca/	11:00 - 21:00	15:00 - 21:00	15:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	n/a
ChIJjRiYQTn_0UwRItGPOyFh3-8	Little Caesars Pizza	836 March Rd, Kanata, ON K2W 0C9, Canada	(613) 595-0005	https://littlecaesars.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJjRo9y4oA0kwRyN1QanzPSdE	Sbarro	8555 Campeau Dr, Kanata, ON K2T 0K5, Canada	(613) 836-1043	https://sbarro.com/	09:00 - 18:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00
ChIJjYZ6VyoBzkwRWTLMPBWXOnU	PoutineBar	548 Chem. d'Aylmer, Gatineau, QC J9H 1B1, Canada	(819) 557-1551	http://www.gokitchens.ca/	12:00 - 21:30	16:00 - 21:30	16:00 - 21:30	16:00 - 21:30	16:00 - 21:30	16:00 - 21:30	12:00 - 21:30
ChIJk42tp6oHzkwRz37pEG-sw7g	Steele's Restaurant	1900 Merivale Rd, Nepean, ON K2G 4N4, Canada	(613) 723-7771	n/a	06:00 - 13:30	06:00 - 13:30	06:00 - 13:30	06:00 - 13:30	06:00 - 13:30	n/a	n/a
ChIJkQ95cgQbzkwRhYH3-FTPr5I	Toujours Mikes	470 Bd Saint-Joseph, Gatineau, QC J8Y 3Y7, Canada	(819) 773-3030	https://toujoursmikes.ca/toujours-mikes-hull?utm_source=G&utm_medium=LPM&utm_campaign=MTY	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00
ChIJkW67Gz_6zUwRPXqhe8KlOs8	Danbys Roadhouse	6127 Perth St, Richmond, ON K0A 2Z0, Canada	(613) 838-2828	http://danbys.ca/	08:00 - 20:00	11:30 - 22:00	11:30 - 21:00	11:30 - 21:00	11:30 - 22:00	11:30 - 22:00	08:00 - 21:00
ChIJkWRHy_D_0UwR01L0T6Z9KVo	Kanata Noodle House 2	4049 Carling Ave, Kanata, ON K2K 2A4, Canada	(613) 435-8817	https://carling.kanatanoodlehouse.com/	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00
ChIJka80smDv0UwRdhbnqBvKzpI	Casse croûte Rocky	3000 QC-148, Luskville, QC J0X 2G0, Canada	(819) 455-2244	http://www.cassecrouterocky.com/	11:00 - 18:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00
ChIJkcCPgi8BzkwR5jJDTkUDuhM	Biagio's Italian Kitchen	1394 Richmond Rd, Ottawa, ON K2B 6R8, Canada	(613) 828-0770	http://www.biagios.ca/	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	11:30 - 21:00	17:00 - 21:00	n/a	n/a
ChIJkeC8jET_zUwRmy1rm1HM24w	Balista Restaurant - Indian Pure Vegetarian - Ottawa	2150 Robertson Rd UNIT 5, Nepean, ON K2H 9S1, Canada	(613) 829-9996	http://www.balista.ca/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00
ChIJlQ82L6IAzkwRf2PnjEPZSfA	Pizza Pizza	1826 Robertson Rd, Nepean, ON K2H 5Z6, Canada	(613) 737-1111	https://www.pizzapizza.ca/?utm_source=google&utm_medium=local&utm_campaign=google-local	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 01:00	11:00 - 01:00
ChIJlW_ZAwv_0UwRw17mTH6tMQo	McDonald's	886 March Rd, Kanata, ON K2W 0C9, Canada	(613) 592-4693	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjAyODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	06:00 - 22:00	06:00 - 22:00	00:00 - 00:00	n/a	n/a	n/a	n/a
ChIJlZaFGnEBzkwRYdPWfMMpm-U	Casse-Croûte La Patata Glacée	9 Bd de Lucerne, Gatineau, QC J9H 1L8, Canada	(819) 332-4400	https://m.facebook.com/La-Patata-Glac%C3%A9e-217201471631284/	11:00 - 21:00	11:00 - 20:00	11:00 - 20:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJldhk8CUBzkwR_LDRWrNVcls	Popeyes Louisiana Kitchen	1475 Richmond Road A/k/a, Richmond - Carlingview, Ottawa, ON K2B 6R9, Canada	(613) 422-1214	https://www.popeyeschicken.ca/	10:30 - 21:30	10:30 - 21:00	10:30 - 21:00	10:30 - 21:00	10:30 - 21:30	10:30 - 21:30	10:30 - 21:30
ChIJlz4SAJL_zUwRye9-x03LtRk	Benny&Co.	5671 Hazeldean Rd, Stittsville, ON K2S 0P6, Canada	(613) 383-4999	https://www.benny-co.com/rotisseries/stittsville/?https%3A%2F%2Fwww.benny-co.com%2Fcommander%2F%23%2F=	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00
ChIJlzdgc58EzkwRd06F5Hl99Hw	barBURRITO	450 Bd Saint-Joseph, Gatineau, QC J8Y 3Y7, Canada	(819) 525-7100	http://barburrito.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJm84feYkBzkwRcOQVR0F9vLg	La Maison Pho	4 Rue Belmont, Gatineau, QC J9H 6J5, Canada	(819) 682-8494	https://www.lamaisonpho.com/	12:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	12:00 - 20:00
ChIJm9VFOfP_0UwRmzdtEX06gQA	Tim Hortons	479 March Rd, Kanata, ON K2K 2M5, Canada	(613) 592-0683	https://www.timhortons.com/store-locator/store/100421/479-march-road--kanata--ontario--k2k-2m5	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00
ChIJm9zOSEwB0kwRJVBHfFHdOzQ	Amaya Buffet	300 Earl Grey Dr A20, Kanata, ON K2T 1C1, Canada	(613) 672-0786	https://amaya-buffet.business.site/	09:00 - 21:00	12:00 - 21:00	12:00 - 21:00	12:00 - 21:00	12:00 - 21:00	09:00 - 21:00	n/a
ChIJmRogaZEDzkwRNn6wXmkwxCk	La Casbah Shawarma et Grillades	35 Allée de Hambourg Unit 101, Gatineau, QC J9J 0G5, Canada	(819) 205-1144	https://instagram.com/lacasbahshawarma?utm_medium=copy_link	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJmXRd4d38zUwROkMKojNJdCU	Swiss Chalet	3775 Strandherd Dr, Barrhaven, ON K2J 4B1, Canada	(613) 823-0656	https://www.swisschalet.com/	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJnTmLNJ__zUwRwhaMC0_us4s	Milano Pizzeria	471 Hazeldean Rd, Kanata, ON K2L 4B8, Canada	(613) 831-3355	https://bit.ly/3nf3b6w	11:00 - 22:00	11:00 - 23:00	11:00 - 00:00	11:00 - 00:00	11:00 - 01:00	11:00 - 02:00	11:00 - 02:00
ChIJnWqFj9n8zUwRqpFlz0wvZjs	Phở Thi Fusion	129 Riocan Ave Unit #4, Nepean, ON K2J 5G3, Canada	(613) 825-3325	http://phothifusion.com/	11:30 - 02:00	11:30 - 02:00	11:30 - 02:00	11:30 - 02:00	11:30 - 02:00	11:30 - 02:00	11:30 - 02:00
ChIJnZlkOfABzkwRgn8qmm_hU7U	Bistro L'Autre Oeil	152 Rue Principale, Gatineau, QC J9H 3M8, Canada	(819) 682-1221	http://www.bistrolao.com/	11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 01:00	11:30 - 01:00	11:30 - 01:00
ChIJn_ir1IL_zUwRlVdGejc3aKo	A&W Canada	41 Edgewater St, Kanata, ON K2L 1V7, Canada	(613) 836-9595	http://aw.ca/	00:00 - 	n/a	n/a	n/a	n/a	n/a	n/a
ChIJneB3dlr8zUwR_utzwaRPREI	Lone Star Texas Grill Barrhaven	4275 Strandherd Dr, Nepean, ON K2J 6E5, Canada	(613) 693-0323	https://lonestartexasgrill.com/locations/barrhaven	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00
ChIJnev8V-cAzkwRlQWbiQVblRI	Domino's Pizza	3059 Carling Ave, Ottawa, ON K2B 7K4, Canada	(613) 596-3000	https://pizza.dominos.ca/ottawa-ontario-10454/	10:30 - 23:30	10:30 - 23:30	10:30 - 23:30	10:30 - 23:30	10:30 - 23:30	10:30 - 00:30	10:30 - 00:30
ChIJo1sqZB4DzkwRkAARzbIUd4s	La Maison Grillée	Inside Tutti Frutti, 425 Chem. Vanier, Gatineau, QC J9J 3H9, Canada	(819) 557-3868	https://lamaisongrillee.com/	15:00 - 20:00	15:00 - 20:00	14:00 - 21:00	14:00 - 21:00	n/a	n/a	n/a
ChIJo6xbsRsEzkwRwcaik73RCzY	Napoli's Restaurant Pizza & Pasta	81 Richmond Rd, Ottawa, ON K1Z 6V8, Canada	(613) 728-1973	http://napoliswestboro.ca/	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	17:00 - 22:00	n/a
ChIJo8Bmf6MAzkwRoGuDYuRiamU	Prima Pizza	26 Northside Rd, Nepean, ON K2H 5Z3, Canada	(613) 721-1999	http://primapizzaottawa.com/	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	n/a
ChIJoSBCcaYA0kwR1USVH7dhLIg	Lucky Dragon Delight	Jackson Trails Plaza, 6081 Hazeldean Rd, Stittsville, ON K2S 1B9, Canada	(613) 836-7898	n/a	15:00 - 20:00	15:00 - 20:00	15:00 - 20:00	15:00 - 20:00	15:00 - 20:00	15:00 - 20:00	15:00 - 20:00
ChIJoSBCcaYA0kwRWShCVRyXYjY	Pocopazzo	Jackson Trails Mall, 6081 Hazeldean Rd, Stittsville, ON K2S 1B9, Canada	(613) 836-7100	http://www.pocopazzo.com/	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	n/a	n/a
ChIJoahhq8QFzkwRVchwAgRoQdk	Mistura Restaurant Hull	13 Bd Saint-Joseph, Gatineau, QC J8Y 3V6, Canada	(819) 319-8968	http://www.misturarestauranthull.com/	12:00 - 20:00	12:00 - 20:00	n/a	n/a	n/a	n/a	n/a
ChIJocWplff9zUwRUtVHA8uUq-Q	Halibut House Fish and Chips	4235 Strandherd Dr Unit 7, Nepean, ON K2J 6E5, Canada	(613) 440-7899	https://halibuthouse.ca/	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00
ChIJows6L4__zUwRQNLAk8ZouYs	St Louis Bar & Grill	780 Eagleson Rd, Kanata, ON K2M 2V8, Canada	(613) 435-0668	https://www.stlouiswings.com/	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00
ChIJp0mYHlD_zUwRgQLuUTtcPnw	Fat Bastard Burrito Co.	500 Hazeldean Rd, Kanata, ON K2L 2B5, Canada	(613) 672-1122	http://www.fatbastardburrito.ca/	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00
ChIJp3yBPJ__zUwRJTijsp5ZDV0	McDonald's	510 Hazeldean Rd, Kanata, ON K2L 2B5, Canada	(613) 831-1143	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTk1ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00
ChIJp3yBPJ__zUwRgnGWrExdnKY	PJ-M2R Restaurant Inc	510 Hazeldean Rd, Kanata, ON K2L 4B3, Canada	(613) 836-3931	n/a	17:00 - 18:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00
ChIJp7wvvEj6zUwRJ342KDhFt00	Tim Hortons	5915 Perth St, Richmond, ON K0A 2Z0, Canada	(613) 838-2999	https://locations.timhortons.ca/on/richmond/5915-perth-st	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00	05:00 - 22:00
ChIJpbI6IfT_0UwRklHebBgS4b0	Tim Hortons	407 March Rd, Kanata, ON K2K 0K1, Canada	(613) 270-1435	http://www.timhortons.com/ca/en/	00:00 - 	n/a	n/a	n/a	n/a	n/a	n/a
ChIJpe_SD_QEzkwRgIzlOPjjUOY	Sham Restaurant - Shawarma & BBQ Grill	67 Rue Victoria, Gatineau, QC J8X 2A2, Canada	(819) 778-1222	http://shamrestaurant.ca/	11:00 - 17:00	11:00 - 17:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	n/a	n/a
ChIJpeeQ-XX_zUwRgwwyhzACcb8	Kanata Noodle House	500 Hazeldean Rd, Kanata, ON K2L 2B5, Canada	(613) 831-1121	http://kanatanoodlehouse.com/	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00
ChIJpxieLF3_zUwRSpwsaIxkahk	Casa Mexico	13 Kakulu Rd, Kanata, ON K2L 2L4, Canada	(613) 271-1841	https://casa-mexico-kanata.ca/	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJpyaqqSD-zUwRsZLrsiC18CY	East India Company	1993 Robertson Rd, Nepean, ON K2H 5B7, Canada	(613) 721-3777	http://www.eastindiaco.com/	11:00 - 15:00	17:00 - 21:00	11:00 - 15:00	17:00 - 21:30	11:00 - 15:00	17:00 - 21:30	11:00 - 15:00
ChIJq3Gyb1b-zUwRe9fm1HWiibg	Hurley's Neighbourhood Grill	64 Stonehaven Dr, Kanata, ON K2M 2Y2, Canada	(613) 271-3073	http://hurleyskanata.com/	08:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	08:00 - 23:00	08:00 - 00:00	08:00 - 00:00
ChIJq3Gyb1b-zUwRkJmr6CB8l4g	The WORKS Craft Burgers & Beer	64 Stonehaven Dr, Kanata, ON K2M 2Y2, Canada	(613) 271-0406	https://worksburger.com/?utm_source=G&utm_medium=LPM&utm_campaign=MTY	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00
ChIJq4QzkpcHzkwRMjXVVJ5X2rk	Pizza Corner	250 Greenbank Rd, Nepean, ON K2H 8X4, Canada	(613) 721-0000	http://thepizzacorner.ca/	14:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 00:00	11:00 - 00:00
ChIJqReDvvEBzkwRVFuXuUXYL9g	Bambou Restaurant	87 Rue Principale, Gatineau, QC J9H 3L9, Canada	(819) 684-5558	https://www.thebamboo.ca/	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00
ChIJqV3vhVIHzkwRftq0aHRTCDE	Safia restaurant	1115 Cobden Rd, Ottawa, ON K2C 2Z1, Canada	(613) 829-1953	https://www.shifacobden.com/	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 21:00	12:00 - 21:00	n/a
ChIJqVrTBS_-zUwRmKiSvCgk3L0	ZOLAS	2194 Robertson Rd, Nepean, ON K2H 9J5, Canada	(613) 721-0227	http://www.zolas.ca/	08:00 - 21:00	07:30 - 20:00	07:30 - 21:00	07:30 - 20:00	07:30 - 21:00	07:30 - 22:00	08:00 - 22:00
ChIJqZBlcZX_zUwRjpwWK_WcL_U	Willy's Pizza	484 Hazeldean Rd, Kanata, ON K2L 1V4, Canada	(613) 271-1717	http://www.willyspizza.ca/	11:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 23:00	10:00 - 00:00	10:00 - 00:00
ChIJqa_86BABzkwRca2CbbeYKnQ	Maison du hamburger	92 Rue du Patrimoine, Gatineau, QC J9H 3P4, Canada	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJr-ex7SX-zUwRJLjDYXOjX70	Quesada Burritos & Tacos	2150 Robertson Rd, Ottawa, ON K2H 9S1, Canada	(613) 695-4222	http://www.quesada.ca/	11:30 - 20:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
